f1,f2,f3,f4,f5,f6,f7,f8
103,135,31,199,57,123,3,21
203,119,232,152,228,104,113,69
220,6,138,3,124,4,176,239
78,26,245,65,202,37,137,250
168,180,242,239,7,221,202,39
88,35,9,52,228,195,129,247
9,9,237,129,121,171,18,21
73,68,53,92,99,54,107,91
153,64,114,239,100,123,55,9
7,172,72,16,128,144,11,103
88,1,149,163,71,192,98,199
118,170,53,136,206,75,179,92
4,154,189,140,49,28,181,63
132,44,247,244,188,219,173,87
168,170,95,211,72,173,224,57
129,191,171,162,8,173,11,110
116,26,233,115,36,254,173,48
94,104,133,5,48,191,188,153
195,223,51,5,19,109,35,246
77,58,175,158,140,115,55,32
224,115,248,199,174,19,23,243
226,54,130,61,60,105,106,215
145,213,81,209,12,62,35,87
84,40,50,5,115,140,10,246
48,4,17,223,124,245,87,19
136,46,128,200,113,133,121,134
38,42,30,206,190,3,105,102
192,164,215,79,143,98,224,53
251,213,208,1,87,207,220,197
204,190,98,55,136,58,52,166
152,195,222,143,29,130,25,84
173,39,166,14,148,184,38,209
4,246,159,215,32,87,251,142
138,173,154,101,86,77,54,49
20,34,91,2,222,216,249,123
172,13,209,71,46,1,159,104
135,142,225,242,142,160,218,140
55,108,155,190,59,72,102,26
112,101,206,114,227,82,19,30
36,112,44,98,79,169,207,9
86,30,63,114,214,183,182,87
134,173,225,25,101,2,192,55
59,76,105,148,214,147,242,69
110,61,182,225,231,90,54,97
179,64,215,47,57,206,27,221
251,234,12,138,166,55,77,121
55,13,28,142,51,54,24,211
106,172,91,36,42,128,118,55
209,37,177,144,193,119,215,96
219,162,162,85,254,143,250,115
71,203,202,124,255,202,39,48
29,140,188,30,192,127,253,46
191,129,27,78,62,232,255,200
135,47,70,177,234,1,92,247
3,122,50,236,18,86,39,131
95,133,247,24,207,244,133,42
249,218,168,127,173,43,61,232
3,96,155,141,142,127,149,102
202,116,130,97,215,115,123,101
30,188,233,14,50,181,227,254
145,189,96,126,8,141,62,54
208,22,172,33,192,149,38,118
58,157,78,249,50,56,60,185
246,208,223,192,2,1,7,146
250,226,203,211,176,197,115,130
229,70,147,62,42,101,168,255
197,210,16,0,248,119,29,194
163,40,234,121,92,82,181,213
190,54,98,218,225,197,208,78
201,7,135,185,183,11,22,41
138,140,157,213,215,13,136,19
145,213,199,15,38,236,157,44
9,112,226,222,91,160,81,252
12,57,73,187,112,191,26,234
196,110,170,76,151,106,211,167
133,158,209,144,136,35,186,210
55,85,106,95,29,0,59,55
87,175,11,159,250,248,127,37
169,86,34,50,133,193,211,222
178,22,186,120,196,23,172,199
188,18,126,133,74,88,93,179
105,60,6,120,31,99,244,106
1,208,162,246,208,82,133,196
148,68,122,156,153,18,198,96
186,234,105,15,13,217,29,111
138,119,84,77,51,212,126,161
95,134,244,3,37,82,98,33
151,112,244,11,49,214,14,44
121,175,114,3,251,104,70,242
214,75,250,117,120,8,134,75
118,3,20,192,118,249,143,64
166,227,172,54,186,140,178,33
210,184,78,146,238,22,162,46
108,207,65,96,15,88,219,253
189,93,138,200,254,149,100,230
208,24,136,208,2,242,249,1
141,186,186,224,139,44,120,28
173,25,35,251,97,25,170,189
138,120,190,0,197,77,129,232
135,157,90,175,224,103,139,205
39,106,176,44,55,104,132,244
240,117,21,205,221,143,40,210
27,185,231,33,109,31,181,71
182,94,10,4,120,190,29,120
132,97,12,61,103,125,13,134
248,108,92,149,194,182,187,11
83,232,236,204,178,93,169,173
201,151,73,47,70,107,179,7
113,204,20,22,145,119,199,143
136,228,78,37,231,247,141,188
73,26,211,106,63,146,76,21
165,184,58,221,154,88,252,232
43,103,230,254,121,102,9,136
149,82,76,54,131,48,232,246
24,23,122,22,225,164,115,165
211,29,35,74,182,8,24,202
76,17,232,133,161,60,103,141
77,6,72,227,23,209,202,162
171,91,29,155,89,28,123,223
4,38,239,230,67,41,164,26
47,196,69,222,144,241,74,109
161,170,202,85,87,243,252,33
29,99,177,36,224,225,127,96
44,53,158,37,249,184,214,181
134,105,164,221,113,22,207,3
60,61,173,217,89,23,119,197
2,69,207,173,172,166,152,236
75,74,174,56,220,10,169,62
217,202,31,226,192,42,248,119
22,102,44,198,229,118,135,171
143,78,121,76,133,215,134,221
90,140,207,180,61,18,84,130
52,9,115,11,50,232,30,56
159,191,231,192,185,64,0,45
73,56,188,5,157,134,185,194
67,168,126,136,26,214,138,126
247,112,31,86,93,55,84,107
20,128,240,235,52,212,71,12
236,130,161,124,144,142,127,203
146,6,4,28,237,135,28,132
239,102,171,246,6,117,137,88
43,231,208,156,86,49,35,164
191,31,163,190,183,117,115,222
123,161,24,62,188,186,71,244
104,87,247,125,39,14,77,35
68,198,33,164,99,73,51,223
183,166,31,49,157,169,157,225
119,35,105,246,38,133,176,93
153,78,96,216,18,91,199,19
127,182,247,226,243,11,160,234
48,222,53,153,156,112,106,74
15,207,12,21,199,168,176,111
79,200,119,244,43,148,225,46
204,126,26,151,121,82,132,78
215,67,248,72,46,163,13,251
183,250,117,183,24,179,106,78
225,128,172,249,37,111,195,174
194,94,44,40,116,62,215,251
244,87,37,207,82,37,218,245
97,142,209,96,218,126,203,49
103,24,45,169,254,139,136,246
120,211,86,166,70,238,73,209
31,180,38,77,245,130,215,107
40,187,48,194,117,197,105,76
123,233,121,48,161,174,74,226
1,198,1,116,183,10,171,174
67,212,113,178,125,46,87,235
195,16,51,46,158,139,137,124
158,199,67,224,102,61,220,136
225,187,16,231,114,202,115,97
102,225,53,176,147,39,143,1
159,120,158,36,13,20,76,64
208,143,119,48,136,9,16,118
49,240,54,30,149,236,57,244
184,166,220,192,217,131,231,35
90,71,122,134,106,154,180,16
133,198,80,34,154,206,69,127
215,151,30,183,223,214,172,162
157,154,151,62,180,186,221,35
29,27,114,104,135,70,222,137
157,62,210,65,64,26,7,193
116,253,218,219,49,244,49,241
137,196,175,135,79,47,219,24
140,72,208,173,125,25,41,106
85,13,94,220,61,3,20,152
239,149,20,122,8,211,254,121
178,171,179,98,199,84,204,38
77,76,190,113,68,182,192,140
62,107,154,69,224,87,108,12
84,187,185,169,156,80,237,40
83,53,237,176,168,121,90,241
185,140,7,172,253,158,116,36
192,44,83,136,1,167,5,158
122,170,5,213,138,172,96,121
99,39,2,51,236,81,177,171
79,85,168,148,6,83,207,144
0,232,235,89,174,16,154,109
88,123,153,85,217,95,164,186
138,85,85,157,228,13,225,240
49,100,11,211,205,85,51,165
239,234,247,179,26,156,173,29
0,221,144,19,175,196,247,42
87,215,125,188,137,114,70,56
199,148,56,114,57,78,58,26
186,106,237,255,104,64,195,238
111,110,81,234,12,29,52,63
72,226,78,87,130,94,192,66
234,144,233,10,40,128,106,53
251,228,161,3,103,47,194,211
94,2,237,34,28,210,100,1
113,210,90,165,187,61,174,37
107,118,159,154,87,90,238,98
228,188,133,232,164,203,234,82
23,202,10,94,98,150,148,24
59,29,191,255,186,205,131,101
215,161,220,248,50,42,218,4
63,115,38,93,219,191,157,8
100,153,44,209,126,18,237,46
155,75,130,212,107,230,206,173
63,216,244,34,112,175,96,93
98,73,206,153,229,239,189,204
252,185,32,29,144,219,224,164
198,42,246,17,190,194,71,42
109,100,73,219,34,174,190,194
9,247,80,34,76,130,85,238
126,163,113,0,122,192,201,219
133,200,169,44,206,110,25,7
129,205,91,220,51,89,45,239
60,0,253,221,163,42,158,45
216,67,236,27,17,250,238,240
48,38,9,187,160,233,20,148
35,22,194,56,25,84,232,83
50,104,193,151,64,153,11,216
125,31,110,165,157,168,215,176
211,38,122,33,90,180,135,7
164,101,247,230,210,204,121,141
130,200,14,169,210,106,158,92
28,181,233,225,45,247,232,128
186,225,220,38,142,234,235,42
202,17,74,147,93,235,121,246
239,155,164,38,104,169,52,84
18,243,67,207,169,249,42,223
242,166,226,14,60,129,240,105
100,155,230,82,211,87,145,223
154,160,103,190,1,27,174,175
100,236,147,237,25,121,105,236
185,17,132,158,37,224,59,82
26,220,81,73,136,220,13,26
220,207,64,60,131,140,183,7
237,232,220,125,202,49,130,221
12,168,66,194,138,221,111,101
49,212,207,234,71,91,135,87
229,86,131,196,159,110,47,127
6,143,209,10,6,139,89,166
65,52,64,62,113,203,114,176
190,197,198,66,141,141,211,29
155,122,78,44,142,134,69,226
179,224,95,251,87,56,225,193
62,202,151,50,213,224,118,94
126,113,203,15,234,96,194,206
5,116,114,248,157,43,249,139
15,164,176,159,153,89,190,28
216,229,244,247,181,177,148,143
88,243,69,221,59,186,58,70
114,231,54,204,144,27,221,166
22,83,82,158,219,69,174,89
72,181,203,214,184,101,136,28
80,207,24,115,0,163,203,103
83,182,220,187,111,134,213,160
226,91,69,77,237,220,213,66
90,192,184,254,20,101,82,72
24,229,101,170,142,127,50,44
198,10,27,182,226,87,178,148
170,234,117,124,235,24,47,89
226,197,108,191,32,186,243,0
6,197,91,12,5,226,119,116
71,3,96,245,106,46,166,30
210,50,227,198,228,248,183,148
116,253,219,38,33,89,218,191
116,188,141,121,32,181,146,9
239,218,251,197,13,174,3,52
25,248,220,167,89,201,196,71
202,213,151,47,35,1,144,224
240,13,247,77,181,11,20,153
149,85,194,129,148,75,233,12
124,108,238,120,201,176,26,247
116,7,234,48,15,76,123,107
234,19,252,203,61,46,50,203
209,170,119,124,163,255,95,101
43,53,250,163,95,43,219,180
191,98,73,69,241,11,167,246
127,129,43,132,248,215,72,82
239,97,188,7,98,113,208,221
203,152,139,23,145,145,213,56
37,98,41,46,49,196,158,146
225,148,228,49,4,233,240,247
246,205,237,11,187,19,52,177
25,30,248,96,39,156,235,39
190,57,80,5,116,217,251,13
55,106,104,210,31,28,107,157
167,200,234,141,112,27,96,2
153,55,90,62,104,90,167,31
99,11,242,186,174,139,15,155
34,120,172,251,72,30,59,215
58,55,100,156,6,62,55,240
41,158,238,3,172,191,41,31
227,79,115,17,216,162,92,230
245,186,136,119,241,8,252,253
179,37,83,170,87,88,45,124
104,3,221,249,187,137,32,6
203,74,70,8,116,227,72,248
131,172,28,109,141,83,171,64
63,247,141,242,206,98,181,169
157,20,190,153,62,247,76,45
94,176,100,146,114,246,92,50
198,250,143,61,87,118,77,139
145,200,78,255,132,234,230,183
202,171,50,84,49,124,223,190
219,251,97,34,59,163,112,156
165,127,106,97,42,215,235,130
7,196,180,42,25,177,25,166
191,66,67,121,145,216,136,205
194,20,106,86,109,162,104,157
7,4,67,77,189,222,194,53
225,70,8,149,127,198,111,203
244,156,145,134,139,97,213,82
255,246,212,175,189,41,79,32
231,120,134,241,74,224,104,146
211,243,63,225,161,105,80,17
104,245,232,39,159,146,177,65
214,20,131,32,66,155,248,79
231,184,245,230,128,0,93,112
33,141,55,197,67,62,81,127
220,29,208,51,228,144,75,228
155,67,159,109,190,21,161,27
185,77,173,215,0,250,185,50
14,194,130,192,136,55,208,123
221,181,20,3,36,218,129,30
34,103,113,250,63,193,251,90
214,212,80,38,155,200,91,92
191,56,222,173,20,155,198,196
160,11,18,148,105,97,88,159
116,75,1,101,189,215,60,108
164,172,242,137,50,189,198,131
189,67,79,171,62,243,209,50
52,210,6,151,251,59,89,75
78,42,102,30,123,153,21,135
38,32,235,45,130,178,7,136
47,91,185,38,139,243,187,160
145,141,139,61,16,208,138,234
119,41,91,87,182,206,83,83
57,190,115,1,144,118,238,50
127,170,198,15,174,60,174,104
177,60,2,143,17,118,107,73
90,134,224,228,36,21,37,207
139,150,8,246,201,35,144,196
130,0,49,189,181,39,22,52
23,49,208,63,253,163,212,211
222,95,215,17,108,235,131,55
241,151,142,17,226,205,145,34
204,194,36,105,232,235,249,228
191,78,171,179,131,147,177,18
18,98,192,68,255,215,41,238
46,110,62,160,181,19,128,120
40,54,136,101,149,242,147,33
90,34,63,144,208,172,18,67
73,150,127,6,24,99,154,59
26,116,58,158,97,166,113,46
64,77,4,20,90,246,11,69
129,73,33,77,73,231,169,102
37,81,138,121,140,195,183,36
72,60,152,66,254,138,206,211
192,195,181,72,50,138,117,119
122,110,206,233,106,75,233,145
66,85,104,241,37,59,232,13
218,7,123,115,56,199,88,239
90,2,247,96,140,18,216,83
73,33,156,252,138,131,239,172
127,218,238,106,91,74,104,218
196,24,224,201,126,185,72,28
148,233,117,13,105,57,141,242
166,163,103,109,182,12,23,67
114,211,187,98,235,34,62,33
166,146,90,202,187,34,245,38
83,8,6,34,39,165,134,22
163,246,4,159,20,107,249,206
204,203,210,85,132,232,10,90
157,109,124,81,14,98,142,1
124,172,38,109,110,239,93,114
100,185,124,106,46,18,28,210
65,39,112,110,215,140,234,165
177,65,253,144,46,140,106,117
54,238,81,170,9,108,105,182
57,233,159,179,70,125,79,72
107,159,210,199,196,203,90,63
193,18,139,48,83,34,162,4
4,69,92,178,244,191,30,63
244,240,203,149,245,69,214,237
240,251,44,93,81,99,119,243
22,248,104,165,48,219,186,107
13,1,14,223,130,2,200,97
174,45,56,13,105,231,38,46
189,75,160,47,82,246,25,10
251,84,152,230,28,91,193,255
18,106,218,59,134,180,145,227
6,117,252,133,96,168,65,96
107,6,223,24,73,91,237,106
205,181,126,250,78,87,176,193
177,195,19,129,219,229,66,179
30,76,72,197,96,105,89,226
52,38,143,16,101,33,59,107
41,142,112,179,181,103,32,66
7,54,73,6,11,198,21,153
10,54,82,77,223,215,149,76
224,242,158,172,83,115,49,187
11,43,179,185,140,247,60,49
233,184,223,118,131,52,194,123
80,251,103,90,190,79,65,125
100,29,172,239,75,0,23,39
36,225,186,54,117,246,223,241
24,60,16,16,109,116,216,135
255,137,49,200,214,145,253,51
178,136,141,73,120,214,22,195
26,122,238,138,227,177,170,220
206,100,156,129,67,74,56,151
184,220,132,105,172,138,235,2
8,154,188,233,71,44,247,212
23,132,45,116,117,90,253,173
253,179,54,133,143,67,14,79
65,112,56,80,228,37,189,162
60,208,39,33,166,30,111,126
43,222,187,207,40,86,84,236
143,16,59,179,72,119,80,253
34,6,60,146,66,94,71,213
251,121,192,242,87,4,142,133
23,122,139,40,98,229,188,39
183,75,241,139,57,54,34,27
62,125,64,71,192,59,163,29
150,152,180,100,86,244,115,239
59,106,238,227,216,147,213,63
111,150,3,178,28,151,61,254
89,133,78,79,49,90,22,248
10,135,242,56,178,9,7,28
168,186,191,217,252,45,150,32
77,112,163,75,5,2,158,245
186,203,32,0,126,201,30,86
194,249,223,74,62,101,113,189
2,106,11,24,89,59,70,130
31,154,66,230,216,78,114,163
27,150,139,179,133,169,51,23
143,8,82,8,59,125,4,101
91,215,164,196,11,230,247,90
30,179,40,198,110,151,85,130
150,125,242,219,7,69,252,208
144,44,72,44,76,105,48,104
182,216,49,134,166,6,159,44
184,150,216,133,97,92,134,105
245,108,214,138,108,106,30,115
159,215,197,159,121,252,76,199
47,117,199,73,136,217,187,185
11,162,110,191,155,223,154,217
12,221,24,50,249,230,40,108
85,228,5,191,29,44,70,134
227,176,154,35,36,84,129,215
99,155,66,250,97,121,255,59
40,167,220,87,207,166,83,245
61,16,24,51,230,125,233,124
170,164,29,162,232,24,24,208
255,79,2,92,5,141,30,71
23,11,5,150,120,35,136,107
181,246,129,191,249,215,122,40
167,111,84,138,32,114,207,162
218,239,99,165,196,149,223,248
145,51,99,252,21,255,250,147
96,120,48,169,126,60,49,237
27,232,13,232,61,46,37,83
183,144,156,182,111,56,185,22
180,41,36,52,94,182,144,187
34,150,1,154,233,13,149,227
45,72,10,35,149,183,94,75
234,13,154,76,182,64,97,92
230,232,153,219,40,199,10,59
143,231,60,4,199,208,139,157
2,96,73,125,159,122,71,6
97,130,65,111,79,57,121,166
127,131,240,128,252,28,213,121
15,232,57,58,198,44,123,162
240,35,192,175,234,134,131,39
189,165,213,143,160,11,103,185
95,211,118,229,11,111,230,40
1,122,67,254,59,104,137,90
7,198,173,35,217,45,129,77
255,9,227,4,116,118,133,45
29,36,201,46,80,181,75,160
195,4,252,30,197,207,227,11
124,46,245,8,236,234,205,157
176,79,6,94,80,204,144,251
95,12,244,155,102,121,134,108
87,184,6,173,132,183,224,66
63,55,1,62,79,241,151,171
168,39,70,168,200,252,158,108
180,51,67,244,27,94,147,221
193,149,226,199,142,135,5,29
113,118,164,185,162,120,238,244
208,169,152,10,7,161,235,4
118,201,230,56,119,32,123,239
154,201,159,9,51,78,81,200
30,11,58,203,190,34,98,116
68,237,63,241,118,235,53,172
87,212,176,80,247,227,27,147
45,254,123,60,207,132,53,11
231,87,133,99,71,131,80,208
134,65,248,139,51,255,107,135
60,128,150,250,136,134,46,135
45,183,168,149,7,162,231,72
106,139,222,37,28,173,144,198
54,156,99,88,69,118,173,50
201,206,74,36,165,149,33,122
186,184,132,244,178,21,245,227
165,8,52,109,134,53,212,215
41,27,215,210,36,73,244,86
207,163,222,210,218,200,101,122
12,6,220,56,105,52,196,3
214,19,214,58,75,81,108,11
75,185,78,129,203,243,144,177
57,174,230,164,18,98,181,173
3,25,251,188,136,239,172,1
226,204,15,107,176,23,231,123
7,43,118,74,196,235,46,245
88,113,56,213,243,164,46,245
160,166,32,188,90,157,103,206
1,220,175,145,64,51,244,150
11,74,76,4,70,99,57,231
101,38,68,233,141,45,152,175
187,195,214,229,176,238,149,4
73,239,114,78,188,222,185,219
6,180,249,211,219,56,87,28
149,195,51,195,225,149,167,108
46,216,198,166,85,115,41,126
76,101,163,236,138,107,208,91
12,3,0,197,200,105,146,112
128,137,66,43,14,230,125,106
127,32,54,160,139,63,208,135
107,187,148,177,68,133,245,55
215,138,15,255,48,123,35,196
142,212,74,165,255,225,217,28
220,56,112,85,48,210,178,206
39,121,165,126,147,90,165,204
147,23,171,9,24,146,159,210
255,54,218,114,225,81,133,31
47,207,94,235,63,231,216,103
207,199,90,0,163,155,22,230
227,167,109,58,145,13,45,187
168,154,13,12,193,29,251,73
123,244,10,164,26,23,3,9
22,165,146,38,230,194,239,208
4,149,131,164,202,58,115,123
142,85,175,182,127,11,200,102
116,65,128,60,225,92,31,34
159,133,43,15,32,84,223,79
27,131,128,88,110,66,84,168
157,245,74,133,73,85,75,31
178,252,194,15,185,97,48,104
96,13,97,108,29,201,177,107
5,144,187,190,116,69,194,212
6,156,56,28,228,235,56,211
60,77,223,109,218,255,148,216
108,201,178,245,109,223,2,51
183,217,125,205,47,11,191,113
228,47,137,204,14,198,174,37
248,173,217,3,68,244,204,243
206,216,37,179,54,112,20,106
20,210,221,239,234,129,14,173
6,134,240,9,147,122,212,106
3,200,226,25,101,30,50,211
133,232,1,122,108,192,254,25
169,126,141,61,48,184,41,88
189,109,140,194,166,120,152,91
51,63,43,244,229,71,181,11
173,212,119,57,176,33,204,186
240,90,243,140,75,218,156,61
199,113,94,214,187,158,70,233
127,171,207,248,248,98,106,209
178,237,125,28,41,150,31,153
65,39,58,232,145,131,98,109
79,35,187,71,86,3,105,51
24,175,64,212,135,147,52,9
84,131,71,216,70,136,109,97
100,92,19,207,116,88,89,138
175,58,221,5,161,49,101,201
171,146,67,79,49,200,107,175
147,221,185,246,58,2,247,123
47,169,172,26,111,148,235,66
152,97,14,188,161,32,235,199
35,19,21,209,105,5,241,60
177,43,97,136,134,82,116,95
240,74,117,167,141,184,184,17
53,162,144,142,239,187,1,248
107,235,250,51,177,51,160,73
242,201,35,80,137,96,160,79
123,202,26,108,114,211,25,83
63,161,207,43,250,38,18,150
13,238,139,189,220,159,91,235
83,8,117,32,82,252,83,123
52,224,107,128,153,44,77,51
191,125,151,143,174,145,173,86
9,200,11,150,3,77,38,183
153,204,43,128,93,252,220,195
245,182,86,132,46,192,11,42
34,38,101,224,198,182,211,51
222,38,37,61,248,113,38,29
166,50,220,148,215,61,19,22
226,45,236,31,150,150,114,181
68,71,229,22,212,140,61,236
49,74,233,112,90,146,163,79
212,107,242,251,91,237,48,97
27,101,121,198,34,184,47,206
170,227,98,48,113,85,166,165
64,102,70,49,209,43,224,13
3,137,154,150,46,223,249,76
177,91,229,228,120,219,69,13
55,141,104,176,95,211,164,147
231,152,124,150,171,230,64,2
168,96,202,47,117,0,63,13
61,138,58,79,240,219,197,110
8,142,229,15,183,160,222,168
169,16,59,66,140,213,31,238
11,139,135,116,5,222,246,244
138,3,199,57,157,119,130,166
191,120,230,137,244,98,35,6
51,95,208,207,51,175,28,231
64,5,190,79,79,207,217,191
161,144,111,127,75,221,105,144
39,251,64,49,70,77,66,55
96,7,94,110,90,49,125,83
141,109,113,169,211,91,146,174
180,80,11,89,96,11,240,153
54,95,193,72,214,111,2,22
109,127,130,110,151,207,234,228
23,91,127,208,232,175,135,109
91,231,224,106,210,23,56,143
25,36,55,11,156,242,74,58
84,193,133,5,196,61,76,193
139,224,21,101,153,9,210,116
238,42,97,127,121,123,222,44
179,77,114,35,234,149,90,131
199,156,202,22,176,178,163,33
